"","data.list.id","title","date.created","url","country"
"234","575359","Humanitarian Programme Coordinator, Erbil, Iraq, Arab States Regional Office, ICS-10, P-3,. Temporary Appointment",2013-05-10,"http://reliefweb.int/node/575359","Iraq"
"235","574538","Security Adviser",2013-05-08,"http://reliefweb.int/node/574538","Iraq"
"236","574250","Senior Technical Advisor (Expat)",2013-05-07,"http://reliefweb.int/node/574250","Iraq"
"237","574035","Deputy Director of Operations",2013-05-06,"http://reliefweb.int/node/574035","Iraq"
"238","574009","Livelihood Advocacy Officer - Iraq (non-family duty station)",2013-05-06,"http://reliefweb.int/node/574009","Iraq"
"239","572670","Finance Associate",2013-04-30,"http://reliefweb.int/node/572670","Iraq"
"240","572465","Area Coordinator Iraq",2013-04-29,"http://reliefweb.int/node/572465","Iraq"
"241","572447","Handicap International is looking for a head of mission Iraq (Kurdistan)",2013-04-29,"http://reliefweb.int/node/572447","Iraq"
"242","571830","Evaluation Consultant",2013-04-25,"http://reliefweb.int/node/571830","Iraq"
"243","571400","Human Rights Consultant",2013-04-24,"http://reliefweb.int/node/571400","Iraq"
"244","571082","Sr Program Director, Broadening Participation through Civil Society Iraq (218555-927)",2013-04-23,"http://reliefweb.int/node/571082","Iraq"
"245","570332","Technical Advisor II, Labor & Workforce Development",2013-04-18,"http://reliefweb.int/node/570332","Iraq"
"246","569801","RFP for an International Specialized Consultancy to Provide Technical Trainings and Consultancy support on GRB",2013-04-17,"http://reliefweb.int/node/569801","Iraq"
"247","569392","Workforce Development Expert",2013-04-15,"http://reliefweb.int/node/569392","Iraq"
"248","569244","Site Planner Construction Coordinator Iraq",2013-04-15,"http://reliefweb.int/node/569244","Iraq"
"249","569240","Community Mobilization Officer",2013-04-15,"http://reliefweb.int/node/569240","Iraq"
"250","569239","Camp Operation Manager Iraq",2013-04-15,"http://reliefweb.int/node/569239","Iraq"
"251","569237","Camp Coordinator Focal Point Iraq",2013-04-15,"http://reliefweb.int/node/569237","Iraq"
"252","568972","REACH Assessment Officer Iraq",2013-04-12,"http://reliefweb.int/node/568972","Iraq"
"253","568971","GIS Officer Iraq",2013-04-12,"http://reliefweb.int/node/568971","Iraq"
"254","568969","AME Officer Iraq",2013-04-12,"http://reliefweb.int/node/568969","Iraq"
"255","568967","FLAT Officer Iraq",2013-04-12,"http://reliefweb.int/node/568967","Iraq"
"256","568965","Project Development Manager Iraq",2013-04-12,"http://reliefweb.int/node/568965","Iraq"
"257","568961","Logistics Security Manager Iraq",2013-04-12,"http://reliefweb.int/node/568961","Iraq"
"258","568952","Reporting Intern Iraq",2013-04-12,"http://reliefweb.int/node/568952","Iraq"
"259","568464","Technical Specialist – Survey and Data Analysis - Iraq",2013-04-10,"http://reliefweb.int/node/568464","Iraq"
"260","568449","Survey Program Manager - Iraq",2013-04-10,"http://reliefweb.int/node/568449","Iraq"
"261","568440","Statistician/Analyst - Iraq",2013-04-10,"http://reliefweb.int/node/568440","Iraq"
"262","567896","Training Team Leader, Ministry of Education Training Program, Iraq",2013-04-09,"http://reliefweb.int/node/567896","Iraq"
"263","567983","Consultancy with emphasis on finance - Iraq",2013-04-09,"http://reliefweb.int/node/567983","Iraq"
"264","567980","Consultancy - Iraq",2013-04-09,"http://reliefweb.int/node/567980","Iraq"
